Filename,Class,Width,Height,Format
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Y33BVS2VRU7M.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Y3ZCS0U9IXWJ.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Y5L8SFXILBA2.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Y8J6K346UGY6.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YADGNU0QMB4C.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YCQX5KBTILWA.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YF8EX7NJ7NZP.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YFHC5UMDCBJQ.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YFNPKOE6ZFUZ.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YHND9O1DR2J2.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YIVP6D8WDU2Q.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YMBW47RAG1BB.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YOJ17V0G9YWV.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YPQTEK2D1PW0.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YTHYDJHZZGLV.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\YZWB0CXAVDKZ.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Z1E6039GGSDU.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Z5FXD7P3XKIM.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Z6FSPAE0CEOV.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\Z861DUQYZUAT.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZD4UHWY6O0V4.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZGF4XPEXHBO0.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZNI4TL0EI7T2.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZOL6EG0UVDOF.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZOTKSUQJTQCP.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZR2MMUZMHMEE.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZUWSP0Q000I0.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food black_sea_sprat\ZVFSKUYU9N7V.jpg,fish sea_food black_sea_sprat,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\03MGCHKQ88P9.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\04FD83DF0OWP.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0BY4G3200XQL.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0DWTSSS5DCX0.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0FEQOCQ51H3O.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0GOJTRGQO9NM.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0I1LGJ6D9DSG.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0LA7ZBZFY9AU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0P30SI4F896V.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0R3YDELKRY1P.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0SDUX2XG21PG.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0T1V93PFT5ZT.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0T8PVH68D2FI.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0Y6324O7KR14.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\0ZTZ4CO3BSCF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\10UKV9DHYSQ4.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\117AY9TDL1Z2.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\130JSCLWPDFF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\13ZU17NIFDZ0.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\17KG944YHLNL.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\17LY5VA0LEUH.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\17NEVXU9KAGO.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1BFB0PL6G5PU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1JCCFFWRPZ4H.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1M9RW0RBH3TV.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1PCCFDJ0AOZB.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1PX03VVVPKIN.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1QQPF6PVW4EU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1S8XKDI64BJ1.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1T09THJOLM8S.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1V2WM5S8T1UE.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1VQG0WP5TQLS.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1WE5HGT385GX.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1WHKPA3B3P0J.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1XITVQF364SW.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\1Z8OYFADHJOG.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\20QUILDUTKQT.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2195TF25DKJC.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\219A4CEZ6C2P.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\22XMVV1HWM1U.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\23GRYCT1JH9E.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\25TBT6IJ95FV.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2AGFYFMVFBKL.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2AJ1ZQ7P7G0Y.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2AJXF9HX9PRD.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2CUHYU9QD8PH.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2FAJ9V1EG8KB.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2I1WWWKQAEH1.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2JC04SETXLHU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2NH6GZOYQ1PG.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2O94OSNH09Q3.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2P7BY9ZCNVFW.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2XDRUDFCQCPD.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\2YJU4PW6H2TX.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3011AF7T7T7C.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\304OWZ4953LQ.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\305QW0KUL7HU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\31HLMQS8E1MC.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\328K9JMI7WF2.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3486ETE21XHR.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3BOMH08SK32F.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3DKL14NRDJGU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3G27K5QIPJMU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3JV63AHZZNLF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3M7HJ4IMGYA2.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3PO8GMFIYDU5.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3U8P8VEYQJU5.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\3Y88DCI2PJQR.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\422FULI7MSS5.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\47FKPDEMA7IO.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4AQJLOX5BU9Y.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4CQQWE7B1IU4.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4DQJS6W7PVXS.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4F30YORY3WE6.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4FK0UFF8K6SF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4HYU0K0FSADF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4L7SHGQ11049.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4OF6EL3F0ATD.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4OTFHWRFOPZ0.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4QS9OKHXC88L.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4VB5A6GUNTTH.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4WHHR45YG5K2.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4WJNVRH1D8M1.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4XY0FE6SSWD6.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\4ZDYNMAVZW77.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\50KWKL0W9X50.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\51I84SRKBBZC.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\55097GQ25XF0.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5C9IRKE047C5.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5FYZUX4F9KXC.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5IQXRNHLQWLD.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5JHKE0T49V41.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5LN3OTX00E37.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5ODOO05809K4.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5PVEC6RG1ADW.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5QC7P53QGHII.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5SY5PVHNZWNX.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5VK0RONKZBFU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5WP53UTB7GPW.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5X01UEL4EJH3.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\5X05RVSP41LZ.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\64THI183F0GC.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\65E91OCSZZFR.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\686CAUU5CDXX.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\692ISZFFIULW.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6A1OHNGM5MMA.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6AC0CGU1AD4B.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6B0F88LV5CY0.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6GNTTW5TBW5H.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6M3810GSJY4I.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6MDJN28B2GOH.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6MYCVXNIID33.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6PO6RYUSH34X.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6R1W5E6F064Z.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6RH5SJ47FDIF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6TZ7T1O5I9HG.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6UTUOC864L3J.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6XL33E6BMI99.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6ZB5FKSNSVAQ.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\6ZJFM0YTPGBN.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\71ZZNPZYM1FS.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\74LO10V2UZUF.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\74PV5D66JRAD.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\75UJOCPHJJX9.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7AAGP869NKMJ.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7AMN6D73YFLI.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7BAPZDIOQ5FU.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7BSLDPSMAUGV.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7C28RKFAZKH5.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7FAC6GK0A9C7.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7K0FQVXVB3II.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7LB2EMEWB1TG.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7P48JUD37GDT.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7TPPEYYKFIRZ.jpg,fish sea_food gilt_head_bream,256,256,JPEG
C:/Users/conta/OneDrive/Desktop/Multiclass/data/train\fish sea_food gilt_head_bream\7UQQICO4NVWK.jpg,fish sea_food gilt_head_bream,256,256,JPEG
